customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
GA-145152,23,6,2146,4,3,3,High-value
GA-145153,429,8,2436,1,4,3,Loyal
GA-145154,150,8,3922,2,4,4,High-value
GA-147251,3,7,5111,4,3,4,High-value
GA-147252,80,3,2145,3,1,3,Recent
GA-147253,338,3,167,1,1,1,At-risk
GA-147254,6,11,1400,4,4,2,High-value
GA-45151,36,3,247,4,1,1,Recent
GA-45152,118,4,1070,2,2,2,At-risk
GA-47251,71,4,1462,3,2,2,Recent
GB-145301,34,7,8129,4,3,4,High-value
GB-145302,251,3,1204,2,1,2,At-risk
GB-145303,295,4,755,1,2,2,At-risk
GB-145304,63,11,1569,3,4,2,Loyal
GB-145751,156,5,1609,2,2,2,At-risk
GB-145752,86,7,1786,3,3,2,Loyal
GB-145753,71,7,2637,3,3,3,Loyal
GB-145754,14,5,4717,4,2,4,High-value
GB-45301,209,2,375,2,1,1,At-risk
GB-45302,114,1,21,2,1,1,At-risk
GB-45303,171,2,130,2,1,1,At-risk
GB-45751,210,4,1372,2,2,2,At-risk
GB-45752,919,2,449,1,1,1,At-risk
GD-145901,13,9,6939,4,4,4,High-value
GD-145902,344,9,5870,1,4,4,Loyal
GD-145903,371,7,3307,1,3,3,Loyal
GD-145904,6,4,1888,4,2,2,Recent
GD-45901,387,1,46,1,1,1,At-risk
GD-45902,353,3,655,1,1,1,At-risk
GG-146501,78,5,1906,3,2,3,Recent
GG-146502,34,10,7619,4,4,4,High-value
GG-146503,353,4,1154,1,2,2,At-risk
GG-146504,44,9,2222,3,4,3,High-value
GG-46501,313,1,26,1,1,1,At-risk
GG-46502,104,4,974,3,2,2,Recent
GH-144101,62,4,1228,3,2,2,Recent
GH-144102,21,13,6755,4,4,4,High-value
GH-144103,91,10,2856,3,4,3,High-value
GH-144104,76,9,2819,3,4,3,High-value
GH-144251,101,9,7621,3,4,4,High-value
GH-144252,20,11,6292,4,4,4,High-value
GH-144253,19,7,1956,4,3,3,High-value
GH-144254,51,4,4172,3,2,4,Recent
GH-144851,290,5,4446,1,2,4,Loyal
GH-144852,52,9,7376,3,4,4,High-value
GH-144853,205,5,1509,2,2,2,At-risk
GH-144854,388,2,1362,1,1,2,At-risk
GH-146651,68,13,5986,3,4,4,High-value
GH-146652,6,8,4428,4,4,4,High-value
GH-146653,36,6,2359,4,3,3,High-value
GH-146654,3,2,147,4,1,1,Recent
GH-44101,298,4,967,1,2,2,At-risk
GH-44102,477,5,644,1,2,1,At-risk
GH-44251,84,7,3649,3,3,3,Loyal
GH-44252,847,1,127,1,1,1,At-risk
GH-44253,22,2,812,4,1,2,Recent
GH-44851,86,3,346,3,1,1,Recent
GH-44852,379,1,449,1,1,1,At-risk
GH-46651,493,4,361,1,2,1,At-risk
GH-46652,2,1,20,4,1,1,Recent
GH-46653,19,4,696,4,2,1,Recent
GK-146201,13,5,5556,4,2,4,High-value
GK-146202,80,5,3307,3,2,3,Recent
GK-146203,381,5,3856,1,2,4,Loyal
GK-146204,113,9,6498,2,4,4,High-value
GK-46201,629,3,649,1,1,1,At-risk
GK-46202,101,1,116,3,1,1,Recent
GM-144401,238,9,7407,2,4,4,High-value
GM-144402,20,6,2402,4,3,3,High-value
GM-144403,105,4,2390,3,2,3,Recent
GM-144404,84,7,3583,3,3,3,Loyal
GM-144551,36,6,5109,4,3,4,High-value
GM-144552,366,3,2032,1,1,3,At-risk
GM-144553,101,2,304,3,1,1,Recent
GM-144554,17,6,3078,4,3,3,High-value
GM-145001,190,3,1161,2,1,2,At-risk
GM-145002,505,3,286,1,1,1,At-risk
GM-145003,234,7,4003,2,3,4,Loyal
GM-145004,107,10,1255,3,4,2,Loyal
GM-146801,2,12,3550,4,4,3,High-value
GM-146802,8,5,3115,4,2,3,Recent
GM-146803,6,8,2181,4,4,3,High-value
GM-146804,153,6,3164,2,3,3,Loyal
GM-146951,111,4,2548,2,2,3,Loyal
GM-146952,197,5,4693,2,2,4,Loyal
GM-146953,48,7,1272,3,3,2,Loyal
GM-146954,118,3,6051,2,1,4,Loyal
GM-44401,2,5,596,4,2,1,Recent
GM-44402,133,3,140,2,1,1,At-risk
GM-44551,214,2,207,2,1,1,At-risk
GM-44552,209,2,281,2,1,1,At-risk
GM-45001,105,3,3670,3,1,3,Recent
GM-45002,372,2,628,1,1,1,At-risk
GM-46801,1076,1,522,1,1,1,At-risk
GM-46802,73,5,1068,3,2,2,Recent
GM-46951,260,3,474,2,1,1,At-risk
GM-46952,223,4,317,2,2,1,At-risk
GP-147401,57,5,5387,3,2,4,Recent
GP-147402,9,9,3409,4,4,3,High-value
GP-147403,2,9,1759,4,4,2,High-value
GP-147404,766,2,237,1,1,1,At-risk
GP-47401,691,4,3415,1,2,3,At-risk
GP-47402,152,4,1196,2,2,2,At-risk
GR-145601,56,9,2840,3,4,3,High-value
GR-145602,50,6,2996,3,3,3,Loyal
GR-145603,68,7,1773,3,3,2,Loyal
GR-145604,1137,2,1285,1,1,2,At-risk
GR-45601,154,4,4473,2,2,4,Loyal
GR-45602,211,2,483,2,1,1,At-risk
GT-146351,287,5,4010,1,2,4,Loyal
GT-146352,66,8,3599,3,4,3,High-value
GT-146353,57,4,2121,3,2,3,Recent
GT-146354,57,3,9351,3,1,4,Recent
GT-147101,41,7,5858,4,3,4,High-value
GT-147102,70,6,11430,3,3,4,High-value
GT-147103,9,6,5364,4,3,4,High-value
GT-147104,37,11,11821,4,4,4,High-value
GT-147551,43,7,1073,3,3,2,Loyal
GT-147552,69,8,2625,3,4,3,High-value
GT-147553,127,4,1678,2,2,2,At-risk
GT-147554,35,4,227,4,2,1,Recent
GT-46351,10,5,1113,4,2,2,Recent
GT-46352,548,2,32,1,1,1,At-risk
GT-47101,56,2,221,3,1,1,Recent
GT-47102,559,2,858,1,1,2,At-risk
GT-47551,21,2,2475,4,1,3,Recent
GT-47552,721,1,249,1,1,1,At-risk
GT-47553,1,5,734,4,2,2,Recent
GW-146051,105,9,8000,3,4,4,High-value
GW-146052,19,6,3745,4,3,3,High-value
GW-146053,456,3,2306,1,1,3,At-risk
GW-146054,29,7,2190,4,3,3,High-value
GW-46051,475,5,565,1,2,1,At-risk
GW-46052,15,3,1265,4,1,2,Recent
GZ-144701,149,8,5289,2,4,4,High-value
GZ-144702,8,8,8432,4,4,4,High-value
GZ-144703,22,10,2789,4,4,3,High-value
GZ-144704,8,9,4355,4,4,4,High-value
GZ-145451,276,8,3355,1,4,3,Loyal
GZ-145452,141,5,3043,2,2,3,Loyal
GZ-145453,77,7,2743,3,3,3,Loyal
GZ-145454,158,4,2454,2,2,3,Loyal
GZ-44701,148,2,2619,2,1,3,At-risk
GZ-44702,1358,1,62,1,1,1,At-risk
GZ-44703,279,5,1154,1,2,2,At-risk
GZ-45451,406,1,92,1,1,1,At-risk
GZ-45452,234,1,22,2,1,1,At-risk
GZ-45453,31,4,3585,4,2,3,Recent
HA-149051,83,6,6695,3,3,4,High-value
HA-149052,106,5,3337,3,2,3,Recent
HA-149053,79,6,3627,3,3,3,Loyal
HA-149054,70,7,2163,3,3,3,Loyal
HA-149201,42,8,3868,3,4,4,High-value
HA-149202,152,6,1371,2,3,2,Loyal
HA-149203,31,3,1918,4,1,3,Recent
HA-149204,21,8,2586,4,4,3,High-value
HA-49051,468,1,146,1,1,1,At-risk
HA-49052,14,3,962,4,1,2,Recent
HA-49201,497,2,100,1,1,1,At-risk
HA-49202,91,4,571,3,2,1,Recent
HD-147851,43,7,10484,3,3,4,High-value
HD-147852,99,6,3591,3,3,3,Loyal
HD-147853,100,13,2419,3,4,3,High-value
HD-147854,770,3,251,1,1,1,At-risk
HD-47851,107,6,3311,3,3,3,Loyal
HD-47852,258,1,14,2,1,1,At-risk
HE-148001,7,5,837,4,2,2,Recent
HE-148002,13,6,2874,4,3,3,High-value
HE-148003,462,12,5308,1,4,4,Loyal
HE-148004,13,4,884,4,2,2,Recent
HE-48001,62,3,227,3,1,1,Recent
HE-48002,37,5,863,4,2,2,Recent
HF-149951,458,6,2320,1,3,3,Loyal
HF-149952,84,8,3497,3,4,3,High-value
HF-149953,15,7,1363,4,3,2,Loyal
HF-149954,22,7,2534,4,3,3,High-value
HF-49951,391,3,1410,1,1,2,At-risk
HF-49952,482,5,689,1,2,1,At-risk
HG-148451,13,13,3561,4,4,3,High-value
HG-148452,43,6,10466,3,3,4,High-value
HG-148453,110,6,6417,2,3,4,Loyal
HG-148454,55,5,785,3,2,2,Recent
HG-149651,62,14,10262,3,4,4,High-value
HG-149652,280,5,1695,1,2,2,At-risk
HG-149653,384,3,1606,1,1,2,At-risk
HG-149654,24,12,3250,4,4,3,High-value
HG-150251,91,9,6510,3,4,4,High-value
HG-150252,344,6,2326,1,3,3,Loyal
HG-150253,7,7,2211,4,3,3,High-value
HG-150254,7,7,3690,4,3,3,High-value
HG-48451,176,6,1765,2,3,2,Loyal
HG-48452,142,3,1223,2,1,2,At-risk
HG-49651,225,3,83,2,1,1,At-risk
HG-49652,100,1,246,3,1,1,Recent
HG-49653,737,1,26,1,1,1,At-risk
HG-50251,24,4,1057,4,2,2,Recent
HG-50252,474,3,420,1,1,1,At-risk
HH-150101,149,8,6180,2,4,4,High-value
HH-150102,55,6,4155,3,3,4,High-value
HH-150103,62,8,3178,3,4,3,High-value
HH-150104,73,2,219,3,1,1,Recent
HH-50101,464,1,1296,1,1,2,At-risk
HH-50102,197,2,201,2,1,1,At-risk
HJ-148751,37,13,8541,4,4,4,High-value
HJ-148752,6,10,4961,4,4,4,High-value
HJ-148753,541,4,451,1,2,1,At-risk
HJ-148754,127,5,359,2,2,1,At-risk
HJ-48751,311,2,233,1,1,1,At-risk
HJ-48752,385,4,890,1,2,2,At-risk
HK-148901,126,5,2378,2,2,3,Loyal
HK-148902,127,8,4282,2,4,4,High-value
HK-148903,44,6,2349,3,3,3,Loyal
HK-148904,152,8,4877,2,4,4,High-value
HK-48901,171,2,301,2,1,1,At-risk
HK-48902,609,1,336,1,1,1,At-risk
HK-48903,57,3,1018,3,1,2,Recent
HL-150401,31,6,8802,4,3,4,High-value
HL-150402,204,4,2071,2,2,3,Loyal
HL-150403,37,4,5919,4,2,4,High-value
HL-150404,44,6,12875,3,3,4,High-value
HL-50401,687,2,127,1,1,1,At-risk
HL-50402,189,2,452,2,1,1,At-risk
HM-148601,10,11,4407,4,4,4,High-value
HM-148602,2,11,9940,4,4,4,High-value
HM-148603,142,5,4851,2,2,4,Loyal
HM-148604,3,10,8236,4,4,4,High-value
HM-149801,59,10,4451,3,4,4,High-value
HM-149802,41,9,5605,4,4,4,High-value
HM-149803,26,6,1926,4,3,3,High-value
HM-149804,248,4,738,2,2,2,At-risk
HM-48601,240,2,259,2,1,1,At-risk
HM-48602,35,2,784,4,1,2,Recent
HM-49801,524,2,4068,1,1,4,At-risk
HM-49802,465,3,340,1,1,1,At-risk
HP-148151,272,4,1045,1,2,2,At-risk
HP-148152,562,5,1756,1,2,2,At-risk
HP-148153,103,8,2529,3,4,3,High-value
HP-148154,31,7,1991,4,3,3,High-value
HP-48151,233,2,608,2,1,1,At-risk
HP-48152,64,3,588,3,1,1,Recent
HR-147701,100,4,4409,3,2,4,Recent
HR-147702,80,5,3553,3,2,3,Recent
HR-147703,42,4,1869,3,2,2,Recent
HR-147704,14,5,1299,4,2,2,Recent
HR-148301,479,6,1940,1,3,3,Loyal
HR-148302,52,4,1333,3,2,2,Recent
HR-148303,392,4,1117,1,2,2,At-risk
HR-148304,160,7,5251,2,3,4,Loyal
HR-47701,289,3,1833,1,1,2,At-risk
HR-47702,294,1,97,1,1,1,At-risk
HR-47703,188,4,2620,2,2,3,Loyal
HR-48301,149,1,331,2,1,1,At-risk
HR-48302,348,2,62,1,1,1,At-risk
HW-149351,70,10,3557,3,4,3,High-value
HW-149352,35,6,4146,4,3,4,High-value
HW-149353,80,4,195,3,2,1,Recent
HW-149354,118,8,9299,2,4,4,High-value
HW-49351,57,2,443,3,1,1,Recent
HW-49352,125,5,732,2,2,2,At-risk
HZ-149501,51,9,5115,3,4,4,High-value
HZ-149502,37,6,3085,4,3,3,High-value
HZ-149503,489,2,571,1,1,1,At-risk
HZ-149504,36,5,887,4,2,2,Recent
HZ-49501,598,3,2525,1,1,3,At-risk
HZ-49502,209,3,304,2,1,1,At-risk
IG-150851,14,7,4573,4,3,4,High-value
IG-150852,107,8,2899,3,4,3,High-value
IG-150853,64,6,2169,3,3,3,Loyal
IG-150854,72,4,744,3,2,2,Recent
IG-50851,2,6,4148,4,3,4,High-value
IG-50852,35,6,1618,4,3,2,Loyal
IL-151001,147,4,1797,2,2,2,At-risk
IL-151002,117,6,1333,2,3,2,Loyal
IL-151003,223,8,3630,2,4,3,Loyal
IL-151004,143,7,5040,2,3,4,Loyal
IL-51001,164,3,368,2,1,1,At-risk
IL-51002,602,4,685,1,2,1,At-risk
IM-150551,512,2,362,1,1,1,At-risk
IM-150552,16,7,1357,4,3,2,Loyal
IM-150553,260,3,564,2,1,1,At-risk
IM-150554,410,3,2872,1,1,3,At-risk
IM-150701,213,5,2706,2,2,3,Loyal
IM-150702,41,9,7327,4,4,4,High-value
IM-150703,266,6,2891,2,3,3,Loyal
IM-150704,391,7,4931,1,3,4,Loyal
IM-50551,373,3,3118,1,1,3,At-risk
IM-50552,20,4,1207,4,2,2,Recent
IM-50701,234,1,168,2,1,1,At-risk
IM-50702,51,6,1896,3,3,3,Loyal
JA-159701,1,4,3780,4,2,4,High-value
JA-159702,163,8,5016,2,4,4,High-value
JA-159703,40,5,1820,4,2,2,Recent
JA-159704,93,8,6494,3,4,4,High-value
JA-59701,1,3,872,4,1,2,Recent
JA-59702,19,4,187,4,2,1,Recent
JB-154001,385,3,432,1,1,1,At-risk
JB-154002,44,13,8395,3,4,4,High-value
JB-154003,93,8,2468,3,4,3,High-value
JB-154004,8,10,1791,4,4,2,High-value
JB-159251,10,8,6083,4,4,4,High-value
JB-159252,581,3,3542,1,1,3,At-risk
JB-159253,30,5,1800,4,2,2,Recent
JB-159254,738,3,901,1,1,2,At-risk
JB-160001,185,7,6316,2,3,4,Loyal
JB-160002,97,10,9689,3,4,4,High-value
JB-160003,2,8,5478,4,4,4,High-value
JB-160004,44,7,644,3,3,1,Loyal
JB-160451,41,6,5763,4,3,4,High-value
JB-160452,694,6,2394,1,3,3,Loyal
JB-160453,1,7,3176,4,3,3,High-value
JB-160454,8,5,2518,4,2,3,Recent
JB-54001,232,3,1666,2,1,2,At-risk
JB-54002,83,4,506,3,2,1,Recent
JB-59251,23,3,351,4,1,1,Recent
JB-59252,297,5,662,1,2,1,At-risk
JB-60001,218,4,786,2,2,2,At-risk
JB-60002,175,3,1098,2,1,2,At-risk
JB-60451,205,4,2058,2,2,3,Loyal
JB-60452,29,6,1178,4,3,2,Loyal
JC-153401,46,9,9111,3,4,4,High-value
JC-153402,35,11,8333,4,4,4,High-value
JC-153403,374,5,322,1,2,1,At-risk
JC-153404,115,4,72,2,2,1,At-risk
JC-153851,85,5,1008,3,2,2,Recent
JC-153852,55,8,6236,3,4,4,High-value
JC-153853,9,11,4676,4,4,4,High-value
JC-153854,176,1,1057,2,1,2,At-risk
JC-157751,8,6,4133,4,3,4,High-value
JC-157752,2,8,3185,4,4,3,High-value
JC-157753,451,2,495,1,1,1,At-risk
JC-157754,159,9,2773,2,4,3,Loyal
JC-161051,156,6,2239,2,3,3,Loyal
JC-161052,104,10,6355,3,4,4,High-value
JC-161053,85,7,1628,3,3,2,Loyal
JC-161054,58,5,858,3,2,2,Recent
JC-53401,143,5,427,2,2,1,At-risk
JC-53402,772,1,178,1,1,1,At-risk
JC-53851,52,5,893,3,2,2,Recent
JC-53852,16,4,2291,4,2,3,Recent
JC-57751,14,3,314,4,1,1,Recent
JC-57752,65,2,1398,3,1,2,Recent
JC-61051,317,1,61,1,1,1,At-risk
JC-61052,103,5,3855,3,2,4,Recent
JD-157901,329,8,3605,1,4,3,Loyal
JD-157902,625,3,1408,1,1,2,At-risk
JD-157903,16,8,3104,4,4,3,High-value
JD-157904,118,5,2153,2,2,3,Loyal
JD-158951,82,7,2372,3,3,3,Loyal
JD-158952,7,5,3959,4,2,4,High-value
JD-158953,27,9,2770,4,4,3,High-value
JD-158954,395,11,7609,1,4,4,Loyal
JD-160151,49,5,3410,3,2,3,Recent
JD-160152,57,6,932,3,3,2,Loyal
JD-160153,213,7,3966,2,3,4,Loyal
JD-160154,113,6,386,2,3,1,At-risk
JD-160601,223,2,1212,2,1,2,At-risk
JD-160602,70,7,3015,3,3,3,Loyal
JD-160603,66,7,2760,3,3,3,Loyal
JD-160604,301,3,696,1,1,1,At-risk
JD-161501,1,4,2958,4,2,3,Recent
JD-161502,485,6,3075,1,3,3,Loyal
JD-161503,199,10,3425,2,4,3,Loyal
JD-161504,42,8,8829,3,4,4,High-value
JD-57901,698,2,959,1,1,2,At-risk
JD-57902,300,3,362,1,1,1,At-risk
JD-58951,204,3,1435,2,1,2,At-risk
JD-58952,73,1,961,3,1,2,Recent
JD-58953,3,2,375,4,1,1,Recent
JD-60151,205,3,1188,2,1,2,At-risk
JD-60152,43,5,1464,3,2,2,Recent
JD-60601,141,6,3471,2,3,3,Loyal
JD-60602,198,3,74,2,1,1,At-risk
JD-61501,467,1,1679,1,1,2,At-risk
JD-61502,22,5,3652,4,2,3,Recent
JE-154751,201,5,2873,2,2,3,Loyal
JE-154752,36,6,1173,4,3,2,Loyal
JE-154753,37,5,471,4,2,1,Recent
JE-154754,194,6,1388,2,3,2,Loyal
JE-156101,97,11,4147,3,4,4,High-value
JE-156102,373,3,750,1,1,2,At-risk
JE-156103,43,5,540,3,2,1,Recent
JE-156104,49,7,7757,3,3,4,High-value
JE-157151,10,12,9856,4,4,4,High-value
JE-157152,55,10,3163,3,4,3,High-value
JE-157153,50,4,556,3,2,1,Recent
JE-157154,47,10,8696,3,4,4,High-value
JE-157451,190,7,3743,2,3,3,Loyal
JE-157452,33,7,2614,4,3,3,High-value
JE-157453,68,8,6511,3,4,4,High-value
JE-157454,52,13,6762,3,4,4,High-value
JE-161651,160,7,2865,2,3,3,Loyal
JE-161652,384,6,2278,1,3,3,Loyal
JE-161653,42,4,513,3,2,1,Recent
JE-161654,21,3,2698,4,1,3,Recent
JE-54751,194,3,179,2,1,1,At-risk
JE-54752,28,5,734,4,2,2,Recent
JE-56101,176,4,613,2,2,1,At-risk
JE-56102,195,2,145,2,1,1,At-risk
JE-57151,87,4,107,3,2,1,Recent
JE-57152,229,3,74,2,1,1,At-risk
JE-57451,826,1,499,1,1,1,At-risk
JE-57452,195,6,1776,2,3,2,Loyal
JE-61651,37,6,4343,4,3,4,High-value
JE-61652,483,2,213,1,1,1,At-risk
JF-151901,7,10,10692,4,4,4,High-value
JF-151902,610,7,2665,1,3,3,Loyal
JF-151903,148,4,1428,2,2,2,At-risk
JF-151904,66,7,2280,3,3,3,Loyal
JF-152951,108,4,5696,3,2,4,Recent
JF-152952,57,8,7907,3,4,4,High-value
JF-152953,92,7,5824,3,3,4,High-value
JF-152954,226,5,955,2,2,2,At-risk
JF-153551,35,4,488,4,2,1,Recent
JF-153552,14,8,3944,4,4,4,High-value
JF-153553,170,4,999,2,2,2,At-risk
JF-153554,106,6,1912,3,3,3,Loyal
JF-154151,206,5,4409,2,2,4,Loyal
JF-154152,28,6,6489,4,3,4,High-value
JF-154153,104,6,1450,3,3,2,Loyal
JF-154154,3,6,2371,4,3,3,High-value
JF-154901,13,8,3438,4,4,3,High-value
JF-154902,5,5,2761,4,2,3,Recent
JF-154903,66,6,1953,3,3,3,Loyal
JF-154904,122,11,1082,2,4,2,Loyal
JF-155651,6,5,4381,4,2,4,High-value
JF-155652,106,12,8700,3,4,4,High-value
JF-155653,2,4,2565,4,2,3,Recent
JF-155654,55,8,4198,3,4,4,High-value
JF-51901,150,2,128,2,1,1,At-risk
JF-51902,328,6,3383,1,3,3,Loyal
JF-52951,64,3,681,3,1,1,Recent
JF-52952,513,1,90,1,1,1,At-risk
JF-52953,110,4,1664,2,2,2,At-risk
JF-53551,133,4,575,2,2,1,At-risk
JF-53552,97,5,2900,3,2,3,Recent
JF-54151,38,6,6470,4,3,4,High-value
JF-54152,76,5,1758,3,2,2,Recent
JF-54901,100,3,709,3,1,1,Recent
JF-54902,115,4,779,2,2,2,At-risk
JF-55651,421,3,3367,1,1,3,At-risk
JF-55652,453,3,410,1,1,1,At-risk
JG-151151,69,4,570,3,2,1,Recent
JG-151152,418,5,5396,1,2,4,Loyal
JG-151153,421,7,4476,1,3,4,Loyal
JG-151154,759,3,2358,1,1,3,At-risk
JG-151601,31,8,1631,4,4,2,High-value
JG-151602,30,5,9340,4,2,4,High-value
JG-151603,114,8,2628,2,4,3,Loyal
JG-151604,2,11,6366,4,4,4,High-value
JG-153101,20,8,5932,4,4,4,High-value
JG-153102,80,5,3327,3,2,3,Recent
JG-153103,261,5,1234,2,2,2,At-risk
JG-153104,3,6,2241,4,3,3,High-value
JG-158051,43,12,11116,3,4,4,High-value
JG-158052,1,15,7843,4,4,4,High-value
JG-158053,6,4,1544,4,2,2,Recent
JG-158054,224,6,1507,2,3,2,Loyal
JG-51151,499,5,836,1,2,2,At-risk
JG-51152,6,4,2072,4,2,3,Recent
JG-51601,17,6,1274,4,3,2,Loyal
JG-51602,650,2,315,1,1,1,At-risk
JG-53101,44,5,836,3,2,2,Recent
JG-58051,930,1,81,1,1,1,At-risk
JG-58052,134,2,128,2,1,1,At-risk
JH-154301,7,10,3258,4,4,3,High-value
JH-154302,58,5,1853,3,2,2,Recent
JH-154303,42,12,6387,3,4,4,High-value
JH-154304,6,4,310,4,2,1,Recent
JH-158201,42,9,5384,3,4,4,High-value
JH-158202,111,9,11729,2,4,4,High-value
JH-158203,14,7,5947,4,3,4,High-value
JH-158204,175,6,529,2,3,1,At-risk
JH-159101,43,12,7444,3,4,4,High-value
JH-159102,49,8,1697,3,4,2,Loyal
JH-159103,43,5,2429,3,2,3,Recent
JH-159104,42,7,959,3,3,2,Loyal
JH-159851,16,11,4342,4,4,4,High-value
JH-159852,12,6,2652,4,3,3,High-value
JH-159853,506,15,3916,1,4,4,Loyal
JH-159854,30,6,7955,4,3,4,High-value
JH-161801,51,10,3505,3,4,3,High-value
JH-161802,262,12,8370,2,4,4,High-value
JH-161803,70,5,4133,3,2,4,Recent
JH-161804,405,4,2257,1,2,3,At-risk
JH-54301,8,7,790,4,3,2,Loyal
JH-54302,1186,1,28,1,1,1,At-risk
JH-54303,632,1,66,1,1,1,At-risk
JH-58201,43,3,920,3,1,2,Recent
JH-58202,69,4,1438,3,2,2,Recent
JH-59101,41,4,2272,4,2,3,Recent
JH-59102,990,1,125,1,1,1,At-risk
JH-59103,157,3,1618,2,1,2,At-risk
JH-59851,53,5,1536,3,2,2,Recent
JH-59852,153,2,538,2,1,1,At-risk
JH-61801,58,5,1762,3,2,2,Recent
JH-61802,114,1,34,2,1,1,At-risk
JH-61803,28,3,3857,4,1,4,Recent
JJ-154451,350,6,3212,1,3,3,Loyal
JJ-154452,97,5,2926,3,2,3,Recent
JJ-154453,34,3,2852,4,1,3,Recent
JJ-154454,484,5,710,1,2,1,At-risk
JJ-157601,50,8,7400,3,4,4,High-value
JJ-157602,3,13,8606,4,4,4,High-value
JJ-157603,401,5,1904,1,2,3,At-risk
JJ-157604,754,2,195,1,1,1,At-risk
JJ-54451,200,2,1952,2,1,3,At-risk
JJ-54452,20,4,539,4,2,1,Recent
JJ-57601,450,3,908,1,1,2,At-risk
JJ-57602,269,3,980,1,1,2,At-risk
JK-152051,420,5,1000,1,2,2,At-risk
JK-152052,171,6,2905,2,3,3,Loyal
JK-152053,71,8,2584,3,4,3,High-value
JK-152054,62,5,4427,3,2,4,Recent
JK-153251,78,13,10908,3,4,4,High-value
JK-153252,191,5,2375,2,2,3,Loyal
JK-153253,468,7,3330,1,3,3,Loyal
JK-153254,288,3,384,1,1,1,At-risk
JK-153701,22,5,1145,4,2,2,Recent
JK-153702,2,8,1779,4,4,2,High-value
JK-153703,121,6,4556,2,3,4,Loyal
JK-153704,45,8,2710,3,4,3,High-value
JK-156251,2,7,3778,4,3,4,High-value
JK-156252,319,4,697,1,2,1,At-risk
JK-156253,75,9,4519,3,4,4,High-value
JK-156254,62,7,3762,3,3,3,Loyal
JK-156401,233,3,301,2,1,1,At-risk
JK-156402,1,5,4359,4,2,4,High-value
JK-156403,18,9,3219,4,4,3,High-value
JK-156404,181,9,4762,2,4,4,High-value
JK-157301,49,8,8134,3,4,4,High-value
JK-157302,210,7,5638,2,3,4,Loyal
JK-157303,202,9,2188,2,4,3,Loyal
JK-157304,85,10,4868,3,4,4,High-value
JK-160901,50,10,10861,3,4,4,High-value
JK-160902,9,11,3514,4,4,3,High-value
JK-160903,23,9,3798,4,4,4,High-value
JK-160904,29,3,3748,4,1,3,Recent
JK-161201,166,6,6498,2,3,4,Loyal
JK-161202,98,5,894,3,2,2,Recent
JK-161203,111,5,2809,2,2,3,Loyal
JK-161204,118,10,2933,2,4,3,Loyal
JK-52051,1198,1,621,1,1,1,At-risk
JK-52052,592,4,996,1,2,2,At-risk
JK-53251,461,3,203,1,1,1,At-risk
JK-53701,145,4,2350,2,2,3,Loyal
JK-53702,345,2,861,1,1,2,At-risk
JK-56251,351,6,1969,1,3,3,Loyal
JK-56252,317,1,2264,1,1,3,At-risk
JK-56253,1231,1,132,1,1,1,At-risk
JK-56401,895,1,164,1,1,1,At-risk
JK-56402,174,3,266,2,1,1,At-risk
JK-57301,484,3,2764,1,1,3,At-risk
JK-57302,842,3,3097,1,1,3,At-risk
JK-60901,13,3,1078,4,1,2,Recent
JK-60902,1159,1,116,1,1,1,At-risk
JK-60903,1233,1,21,1,1,1,At-risk
JK-61201,643,3,625,1,1,1,At-risk
JK-61202,141,1,875,2,1,2,At-risk
JK-61203,194,2,1014,2,1,2,At-risk
JL-151301,475,4,1206,1,2,2,At-risk
JL-151302,22,8,7903,4,4,4,High-value
JL-151303,158,10,2583,2,4,3,Loyal
JL-151304,9,6,1215,4,3,2,Loyal
JL-151751,170,6,4745,2,3,4,Loyal
JL-151752,188,6,3892,2,3,4,Loyal
JL-151753,42,10,3286,3,4,3,High-value
JL-151754,7,5,1571,4,2,2,Recent
JL-152351,48,7,8290,3,3,4,High-value
JL-152352,14,7,4913,4,3,4,High-value
JL-152353,108,5,3320,3,3,3,Loyal
JL-152354,120,5,2204,2,3,3,Loyal
JL-155051,132,5,534,2,3,1,At-risk
JL-155052,31,5,477,4,3,1,Loyal
JL-155053,387,6,4446,1,3,4,Loyal
JL-155054,50,6,3175,3,3,3,Loyal
JL-158351,62,8,7146,3,4,4,High-value
JL-158352,386,5,2939,1,3,3,Loyal
JL-158353,192,6,2707,2,3,3,Loyal
JL-158354,22,11,9799,4,4,4,High-value
JL-158501,841,4,2581,1,2,3,At-risk
JL-158502,140,6,1941,2,3,3,Loyal
JL-158503,45,6,1251,3,3,2,Loyal
JL-158504,615,6,2726,1,3,3,Loyal
JL-51301,289,4,1313,1,2,2,At-risk
JL-51302,943,1,666,1,1,1,At-risk
JL-51303,198,7,3787,2,3,4,Loyal
JL-51751,125,1,691,2,1,1,At-risk
JL-51752,128,4,662,2,2,1,At-risk
JL-52351,772,1,1186,1,1,2,At-risk
JL-52352,2,3,566,4,1,1,Recent
JL-55051,687,1,927,1,1,2,At-risk
JL-55052,342,2,1803,1,1,2,At-risk
JL-58351,55,4,731,3,2,2,Recent
JL-58352,708,3,2657,1,1,3,At-risk
JL-58501,698,2,599,1,1,1,At-risk
JL-58502,787,2,1405,1,1,2,At-risk
JM-152501,36,8,8163,4,4,4,High-value
JM-152502,42,4,3565,3,2,3,Recent
JM-152503,73,6,708,3,3,1,Loyal
